survey_block_id,surveyid,grid_id_tx,grid_id,surveyed,num_times_surveyed,total_obs,total_len,block_survey_count
WGLBBO_19_12118,WGLBBO_19,12118,12118,1,17,3,170.8862314,0.01755554
WGLBBO_22_12118,WGLBBO_22,12118,12118,1,17,0,170.8861909,0
WGLBBO_25_12118,WGLBBO_25,12118,12118,1,17,0,170.8861909,0
WGLBBO_28_12118,WGLBBO_28,12118,12118,1,17,0,170.8861909,0
WGLBBO_3_12118,WGLBBO_3,12118,12118,1,17,0,170.8861909,0
WGLBBO_30_12118,WGLBBO_30,12118,12118,1,17,0,170.8861909,0
WGLBBO_32_12118,WGLBBO_32,12118,12118,1,17,0,170.8861909,0
WGLBBO_38_12118,WGLBBO_38,12118,12118,1,17,0,170.8861909,0
WGLBBO_39_12118,WGLBBO_39,12118,12118,1,17,15,170.886267,0.08777768
WGLBBO_4_12118,WGLBBO_4,12118,12118,1,17,0,170.8861909,0
WGLBBO_6_12118,WGLBBO_6,12118,12118,1,17,0,170.8861909,0
WGLBBO_7_12118,WGLBBO_7,12118,12118,1,17,0,170.8861909,0
WGLBBO_10_12119,WGLBBO_10,12119,12119,1,17,0,158.4688052,0
WGLBBO_11_12119,WGLBBO_11,12119,12119,1,17,0,158.4688052,0
WGLBBO_12_12119,WGLBBO_12,12119,12119,1,17,0,158.4688052,0
WGLBBO_15_12119,WGLBBO_15,12119,12119,1,17,0,158.4688052,0
WGLBBO_18_12119,WGLBBO_18,12119,12119,1,17,0,158.4688052,0
WGLBBO_19_12119,WGLBBO_19,12119,12119,1,17,0,158.4688052,0
WGLBBO_22_12119,WGLBBO_22,12119,12119,1,17,0,158.4688052,0
WGLBBO_25_12119,WGLBBO_25,12119,12119,1,17,0,158.4688052,0
WGLBBO_28_12119,WGLBBO_28,12119,12119,1,17,0,158.4688052,0
WGLBBO_3_12119,WGLBBO_3,12119,12119,1,17,0,158.4688052,0
WGLBBO_30_12119,WGLBBO_30,12119,12119,1,17,0,158.4688052,0
WGLBBO_32_12119,WGLBBO_32,12119,12119,1,17,0,158.4688052,0
WGLBBO_38_12119,WGLBBO_38,12119,12119,1,17,9,158.4688064,0.056793512
WGLBBO_39_12119,WGLBBO_39,12119,12119,1,17,37,158.4688064,0.233484437
WGLBBO_4_12119,WGLBBO_4,12119,12119,1,17,0,158.4688052,0
WGLBBO_6_12119,WGLBBO_6,12119,12119,1,17,0,158.4688052,0
WGLBBO_7_12119,WGLBBO_7,12119,12119,1,17,0,158.4688052,0
WGLBBO_10_12120,WGLBBO_10,12120,12120,1,17,0,165.7579679,0
WGLBBO_11_12120,WGLBBO_11,12120,12120,1,17,0,165.7579679,0
WGLBBO_12_12120,WGLBBO_12,12120,12120,1,17,0,165.7579679,0
WGLBBO_15_12120,WGLBBO_15,12120,12120,1,17,0,165.7579679,0
WGLBBO_18_12120,WGLBBO_18,12120,12120,1,17,0,165.7579679,0
WGLBBO_19_12120,WGLBBO_19,12120,12120,1,17,0,165.7579679,0
WGLBBO_22_12120,WGLBBO_22,12120,12120,1,17,0,165.7579679,0
WGLBBO_25_12120,WGLBBO_25,12120,12120,1,17,0,165.7579679,0
WGLBBO_28_12120,WGLBBO_28,12120,12120,1,17,0,165.7579679,0
WGLBBO_3_12120,WGLBBO_3,12120,12120,1,17,0,165.7579679,0
WGLBBO_30_12120,WGLBBO_30,12120,12120,1,17,0,165.7579679,0
WGLBBO_32_12120,WGLBBO_32,12120,12120,1,17,0,165.7579679,0
WGLBBO_38_12120,WGLBBO_38,12120,12120,1,17,51,165.7579735,0.307677507
WGLBBO_39_12120,WGLBBO_39,12120,12120,1,17,0,165.7579679,0
WGLBBO_4_12120,WGLBBO_4,12120,12120,1,17,0,165.7579679,0
WGLBBO_6_12120,WGLBBO_6,12120,12120,1,17,0,165.7579679,0
WGLBBO_7_12120,WGLBBO_7,12120,12120,1,17,0,165.7579679,0
WGLBBO_10_12121,WGLBBO_10,12121,12121,1,17,0,170.4972729,0
WGLBBO_11_12121,WGLBBO_11,12121,12121,1,17,0,170.4972729,0
WGLBBO_12_12121,WGLBBO_12,12121,12121,1,17,0,170.4972729,0
WGLBBO_15_12121,WGLBBO_15,12121,12121,1,17,0,170.4972729,0
WGLBBO_18_12121,WGLBBO_18,12121,12121,1,17,0,170.4972729,0
WGLBBO_19_12121,WGLBBO_19,12121,12121,1,17,0,170.4972729,0
WGLBBO_22_12121,WGLBBO_22,12121,12121,1,17,0,170.4972729,0
WGLBBO_25_12121,WGLBBO_25,12121,12121,1,17,0,170.4972729,0
WGLBBO_28_12121,WGLBBO_28,12121,12121,1,17,0,170.4972729,0
WGLBBO_3_12121,WGLBBO_3,12121,12121,1,17,0,170.4972729,0
WGLBBO_30_12121,WGLBBO_30,12121,12121,1,17,0,170.4972729,0
WGLBBO_32_12121,WGLBBO_32,12121,12121,1,17,0,170.4972729,0
WGLBBO_38_12121,WGLBBO_38,12121,12121,1,17,0,170.4972729,0
WGLBBO_39_12121,WGLBBO_39,12121,12121,1,17,0,170.4972729,0
WGLBBO_4_12121,WGLBBO_4,12121,12121,1,17,0,170.4972729,0
WGLBBO_6_12121,WGLBBO_6,12121,12121,1,17,0,170.4972729,0
WGLBBO_7_12121,WGLBBO_7,12121,12121,1,17,0,170.4972729,0
WGLBBO_10_12122,WGLBBO_10,12122,12122,1,17,0,134.3765106,0
WGLBBO_11_12122,WGLBBO_11,12122,12122,1,17,0,134.3765106,0
WGLBBO_12_12122,WGLBBO_12,12122,12122,1,17,0,134.3765106,0
WGLBBO_15_12122,WGLBBO_15,12122,12122,1,17,0,134.3765106,0
WGLBBO_18_12122,WGLBBO_18,12122,12122,1,17,0,134.3765106,0
WGLBBO_19_12122,WGLBBO_19,12122,12122,1,17,0,134.3765106,0
WGLBBO_22_12122,WGLBBO_22,12122,12122,1,17,0,134.3765106,0
WGLBBO_25_12122,WGLBBO_25,12122,12122,1,17,0,134.3765106,0
WGLBBO_28_12122,WGLBBO_28,12122,12122,1,17,0,134.3765106,0
WGLBBO_3_12122,WGLBBO_3,12122,12122,1,17,0,134.3765106,0
WGLBBO_30_12122,WGLBBO_30,12122,12122,1,17,0,134.3765106,0
WGLBBO_32_12122,WGLBBO_32,12122,12122,1,17,0,134.3765106,0
WGLBBO_38_12122,WGLBBO_38,12122,12122,1,17,0,134.3765106,0
WGLBBO_39_12122,WGLBBO_39,12122,12122,1,17,0,134.3765106,0
WGLBBO_4_12122,WGLBBO_4,12122,12122,1,17,0,134.3765106,0
WGLBBO_6_12122,WGLBBO_6,12122,12122,1,17,0,134.3765106,0
WGLBBO_7_12122,WGLBBO_7,12122,12122,1,17,0,134.3765106,0
USGS_1_12137,USGS_1,12137,12137,1,12,1,169.8552265,0.005887367
USGS_10_12137,USGS_10,12137,12137,1,12,0,169.8552697,0
USGS_11_12137,USGS_11,12137,12137,1,12,0,169.8552697,0
USGS_12_12137,USGS_12,12137,12137,1,12,0,169.8552697,0
USGS_16_12137,USGS_16,12137,12137,1,12,0,169.8552697,0
USGS_3_12137,USGS_3,12137,12137,1,12,0,169.8552697,0
USGS_4_12137,USGS_4,12137,12137,1,12,0,169.8552697,0
USGS_5_12137,USGS_5,12137,12137,1,12,0,169.8552697,0
USGS_6_12137,USGS_6,12137,12137,1,12,0,169.8552697,0
USGS_7_12137,USGS_7,12137,12137,1,12,0,169.8552697,0
USGS_8_12137,USGS_8,12137,12137,1,12,0,169.8552697,0
USGS_9_12137,USGS_9,12137,12137,1,12,0,169.8552697,0
USGS_1_12138,USGS_1,12138,12138,1,12,0,169.8510851,0
USGS_10_12138,USGS_10,12138,12138,1,12,0,169.8510851,0
USGS_11_12138,USGS_11,12138,12138,1,12,0,169.8510851,0
USGS_12_12138,USGS_12,12138,12138,1,12,0,169.8510851,0
USGS_16_12138,USGS_16,12138,12138,1,12,0,169.8510851,0
USGS_3_12138,USGS_3,12138,12138,1,12,5,169.851065,0.029437555
USGS_4_12138,USGS_4,12138,12138,1,12,0,169.8510851,0
USGS_5_12138,USGS_5,12138,12138,1,12,0,169.8510851,0
USGS_6_12138,USGS_6,12138,12138,1,12,0,169.8510851,0
USGS_7_12138,USGS_7,12138,12138,1,12,0,169.8510851,0
USGS_8_12138,USGS_8,12138,12138,1,12,0,169.8510851,0
USGS_9_12138,USGS_9,12138,12138,1,12,0,169.8510851,0
USGS_1_12140,USGS_1,12140,12140,1,12,0,169.8672827,0
USGS_10_12140,USGS_10,12140,12140,1,12,0,169.8672827,0
USGS_11_12140,USGS_11,12140,12140,1,12,1987,169.8672861,11.69736708
USGS_12_12140,USGS_12,12140,12140,1,12,290,169.8672861,1.707215124
USGS_16_12140,USGS_16,12140,12140,1,12,0,169.8672827,0
USGS_3_12140,USGS_3,12140,12140,1,12,957,169.8672896,5.633809796
USGS_4_12140,USGS_4,12140,12140,1,12,334,169.8672861,1.966240867
USGS_5_12140,USGS_5,12140,12140,1,12,119,169.8672861,0.700546896
USGS_6_12140,USGS_6,12140,12140,1,12,6,169.8672861,0.035321692
USGS_7_12140,USGS_7,12140,12140,1,12,2,169.8672861,0.011773897
USGS_8_12140,USGS_8,12140,12140,1,12,3,169.8672896,0.017660846
USGS_9_12140,USGS_9,12140,12140,1,12,0,169.8672827,0
USGS_1_12141,USGS_1,12141,12141,1,13,1,169.8424131,0.005887811
USGS_10_12141,USGS_10,12141,12141,1,13,3,169.8424131,0.017663433
USGS_11_12141,USGS_11,12141,12141,1,13,256,169.8424131,1.507279574
USGS_12_12141,USGS_12,12141,12141,1,13,0,169.8423771,0
USGS_14_12141,USGS_14,12141,12141,1,13,0,169.8423771,0
USGS_16_12141,USGS_16,12141,12141,1,13,40,169.8424131,0.235512433
USGS_3_12141,USGS_3,12141,12141,1,13,136,169.8424131,0.800742273
USGS_4_12141,USGS_4,12141,12141,1,13,28,169.842485,0.164858634
USGS_5_12141,USGS_5,12141,12141,1,13,3,169.8424491,0.017663429
USGS_6_12141,USGS_6,12141,12141,1,13,3,169.8424131,0.017663433
USGS_7_12141,USGS_7,12141,12141,1,13,8,169.8424491,0.047102477
USGS_8_12141,USGS_8,12141,12141,1,13,1,169.8424131,0.005887811
USGS_9_12141,USGS_9,12141,12141,1,13,0,169.8423771,0
WGLBBO_10_12249,WGLBBO_10,12249,12249,1,17,0,45.21093934,0
WGLBBO_11_12249,WGLBBO_11,12249,12249,1,17,0,45.21093934,0
WGLBBO_12_12249,WGLBBO_12,12249,12249,1,17,0,45.21093934,0
WGLBBO_15_12249,WGLBBO_15,12249,12249,1,17,0,45.21093934,0
WGLBBO_18_12249,WGLBBO_18,12249,12249,1,17,0,45.21093934,0
WGLBBO_19_12249,WGLBBO_19,12249,12249,1,17,51,45.21090583,1.12804641
WGLBBO_22_12249,WGLBBO_22,12249,12249,1,17,6,45.21087232,0.132711441
WGLBBO_25_12249,WGLBBO_25,12249,12249,1,17,0,45.21093934,0
WGLBBO_28_12249,WGLBBO_28,12249,12249,1,17,0,45.21093934,0
WGLBBO_3_12249,WGLBBO_3,12249,12249,1,17,0,45.21093934,0
WGLBBO_30_12249,WGLBBO_30,12249,12249,1,17,0,45.21093934,0
WGLBBO_32_12249,WGLBBO_32,12249,12249,1,17,0,45.21093934,0
WGLBBO_38_12249,WGLBBO_38,12249,12249,1,17,0,45.21093934,0
WGLBBO_39_12249,WGLBBO_39,12249,12249,1,17,0,45.21093934,0
WGLBBO_4_12249,WGLBBO_4,12249,12249,1,17,0,45.21093934,0
WGLBBO_6_12249,WGLBBO_6,12249,12249,1,17,0,45.21093934,0
WGLBBO_7_12249,WGLBBO_7,12249,12249,1,17,0,45.21093934,0
WGLBBO_10_12250,WGLBBO_10,12250,12250,1,17,0,310.7675167,0
WGLBBO_11_12250,WGLBBO_11,12250,12250,1,17,0,310.7675167,0
WGLBBO_12_12250,WGLBBO_12,12250,12250,1,17,0,310.7675167,0
WGLBBO_15_12250,WGLBBO_15,12250,12250,1,17,0,310.7675167,0
WGLBBO_18_12250,WGLBBO_18,12250,12250,1,17,3,310.7675185,0.009653519
WGLBBO_19_12250,WGLBBO_19,12250,12250,1,17,0,310.7675167,0
WGLBBO_22_12250,WGLBBO_22,12250,12250,1,17,0,310.7675167,0
WGLBBO_25_12250,WGLBBO_25,12250,12250,1,17,0,310.7675167,0
WGLBBO_28_12250,WGLBBO_28,12250,12250,1,17,0,310.7675167,0
WGLBBO_3_12250,WGLBBO_3,12250,12250,1,17,0,310.7675167,0
WGLBBO_30_12250,WGLBBO_30,12250,12250,1,17,0,310.7675167,0
WGLBBO_32_12250,WGLBBO_32,12250,12250,1,17,0,310.7675167,0
WGLBBO_38_12250,WGLBBO_38,12250,12250,1,17,0,310.7675167,0
WGLBBO_39_12250,WGLBBO_39,12250,12250,1,17,57,310.7675204,0.183416851
WGLBBO_4_12250,WGLBBO_4,12250,12250,1,17,0,310.7675167,0
WGLBBO_6_12250,WGLBBO_6,12250,12250,1,17,0,310.7675167,0
WGLBBO_7_12250,WGLBBO_7,12250,12250,1,17,0,310.7675167,0
WGLBBO_10_12251,WGLBBO_10,12251,12251,1,17,0,177.9439875,0
WGLBBO_11_12251,WGLBBO_11,12251,12251,1,17,0,177.9439875,0
WGLBBO_12_12251,WGLBBO_12,12251,12251,1,17,0,177.9439875,0
WGLBBO_15_12251,WGLBBO_15,12251,12251,1,17,0,177.9439875,0
WGLBBO_18_12251,WGLBBO_18,12251,12251,1,17,0,177.9439875,0
WGLBBO_19_12251,WGLBBO_19,12251,12251,1,17,0,177.9439875,0
WGLBBO_22_12251,WGLBBO_22,12251,12251,1,17,0,177.9439875,0
WGLBBO_25_12251,WGLBBO_25,12251,12251,1,17,0,177.9439875,0
WGLBBO_28_12251,WGLBBO_28,12251,12251,1,17,0,177.9439875,0
WGLBBO_3_12251,WGLBBO_3,12251,12251,1,17,0,177.9439875,0
WGLBBO_30_12251,WGLBBO_30,12251,12251,1,17,0,177.9439875,0
WGLBBO_32_12251,WGLBBO_32,12251,12251,1,17,0,177.9439875,0
WGLBBO_38_12251,WGLBBO_38,12251,12251,1,17,0,177.9439875,0
WGLBBO_39_12251,WGLBBO_39,12251,12251,1,17,15,177.9438941,0.084296233
WGLBBO_4_12251,WGLBBO_4,12251,12251,1,17,0,177.9439875,0
WGLBBO_6_12251,WGLBBO_6,12251,12251,1,17,0,177.9439875,0
WGLBBO_7_12251,WGLBBO_7,12251,12251,1,17,0,177.9439875,0
WGLBBO_10_12252,WGLBBO_10,12252,12252,1,17,0,178.1471383,0
WGLBBO_11_12252,WGLBBO_11,12252,12252,1,17,0,178.1471383,0
WGLBBO_12_12252,WGLBBO_12,12252,12252,1,17,0,178.1471383,0
WGLBBO_15_12252,WGLBBO_15,12252,12252,1,17,0,178.1471383,0
WGLBBO_18_12252,WGLBBO_18,12252,12252,1,17,0,178.1471383,0
WGLBBO_19_12252,WGLBBO_19,12252,12252,1,17,3,178.1471165,0.016840014
WGLBBO_22_12252,WGLBBO_22,12252,12252,1,17,0,178.1471383,0
WGLBBO_25_12252,WGLBBO_25,12252,12252,1,17,0,178.1471383,0
WGLBBO_28_12252,WGLBBO_28,12252,12252,1,17,0,178.1471383,0
WGLBBO_3_12252,WGLBBO_3,12252,12252,1,17,0,178.1471383,0
WGLBBO_30_12252,WGLBBO_30,12252,12252,1,17,0,178.1471383,0
WGLBBO_32_12252,WGLBBO_32,12252,12252,1,17,0,178.1471383,0
WGLBBO_38_12252,WGLBBO_38,12252,12252,1,17,0,178.1471383,0
WGLBBO_39_12252,WGLBBO_39,12252,12252,1,17,0,178.1471383,0
WGLBBO_4_12252,WGLBBO_4,12252,12252,1,17,0,178.1471383,0
WGLBBO_6_12252,WGLBBO_6,12252,12252,1,17,0,178.1471383,0
WGLBBO_7_12252,WGLBBO_7,12252,12252,1,17,0,178.1471383,0
WGLBBO_10_12253,WGLBBO_10,12253,12253,1,17,0,178.2057777,0
WGLBBO_11_12253,WGLBBO_11,12253,12253,1,17,0,178.2057777,0
WGLBBO_12_12253,WGLBBO_12,12253,12253,1,17,0,178.2057777,0
WGLBBO_15_12253,WGLBBO_15,12253,12253,1,17,0,178.2057777,0
WGLBBO_18_12253,WGLBBO_18,12253,12253,1,17,0,178.2057777,0
WGLBBO_19_12253,WGLBBO_19,12253,12253,1,17,0,178.2057777,0
WGLBBO_22_12253,WGLBBO_22,12253,12253,1,17,0,178.2057777,0
WGLBBO_25_12253,WGLBBO_25,12253,12253,1,17,0,178.2057777,0
WGLBBO_28_12253,WGLBBO_28,12253,12253,1,17,0,178.2057777,0
WGLBBO_3_12253,WGLBBO_3,12253,12253,1,17,0,178.2057777,0
WGLBBO_30_12253,WGLBBO_30,12253,12253,1,17,0,178.2057777,0
WGLBBO_32_12253,WGLBBO_32,12253,12253,1,17,0,178.2057777,0
WGLBBO_38_12253,WGLBBO_38,12253,12253,1,17,0,178.2057777,0
WGLBBO_39_12253,WGLBBO_39,12253,12253,1,17,0,178.2057777,0
WGLBBO_4_12253,WGLBBO_4,12253,12253,1,17,0,178.2057777,0
WGLBBO_6_12253,WGLBBO_6,12253,12253,1,17,0,178.2057777,0
WGLBBO_7_12253,WGLBBO_7,12253,12253,1,17,0,178.2057777,0
WGLBBO_10_12254,WGLBBO_10,12254,12254,1,17,0,178.1040674,0
WGLBBO_11_12254,WGLBBO_11,12254,12254,1,17,0,178.1040674,0
WGLBBO_12_12254,WGLBBO_12,12254,12254,1,17,0,178.1040674,0
WGLBBO_15_12254,WGLBBO_15,12254,12254,1,17,0,178.1040674,0
WGLBBO_18_12254,WGLBBO_18,12254,12254,1,17,0,178.1040674,0
WGLBBO_19_12254,WGLBBO_19,12254,12254,1,17,0,178.1040674,0
WGLBBO_22_12254,WGLBBO_22,12254,12254,1,17,0,178.1040674,0
WGLBBO_25_12254,WGLBBO_25,12254,12254,1,17,0,178.1040674,0
WGLBBO_28_12254,WGLBBO_28,12254,12254,1,17,0,178.1040674,0
WGLBBO_3_12254,WGLBBO_3,12254,12254,1,17,0,178.1040674,0
WGLBBO_30_12254,WGLBBO_30,12254,12254,1,17,0,178.1040674,0
WGLBBO_32_12254,WGLBBO_32,12254,12254,1,17,0,178.1040674,0
WGLBBO_38_12254,WGLBBO_38,12254,12254,1,17,0,178.1040674,0
WGLBBO_39_12254,WGLBBO_39,12254,12254,1,17,0,178.1040674,0
WGLBBO_4_12254,WGLBBO_4,12254,12254,1,17,0,178.1040674,0
WGLBBO_6_12254,WGLBBO_6,12254,12254,1,17,0,178.1040674,0
WGLBBO_7_12254,WGLBBO_7,12254,12254,1,17,0,178.1040674,0
USGS_1_12270,USGS_1,12270,12270,1,12,0,169.8549083,0
USGS_10_12270,USGS_10,12270,12270,1,12,0,169.8549083,0
USGS_11_12270,USGS_11,12270,12270,1,12,0,169.8549083,0
USGS_12_12270,USGS_12,12270,12270,1,12,0,169.8549083,0
USGS_16_12270,USGS_16,12270,12270,1,12,0,169.8549083,0
USGS_3_12270,USGS_3,12270,12270,1,12,0,169.8549083,0
USGS_4_12270,USGS_4,12270,12270,1,12,0,169.8549083,0
USGS_5_12270,USGS_5,12270,12270,1,12,1,169.8548757,0.005887379
USGS_6_12270,USGS_6,12270,12270,1,12,0,169.8549083,0
USGS_7_12270,USGS_7,12270,12270,1,12,0,169.8549083,0
USGS_8_12270,USGS_8,12270,12270,1,12,0,169.8549083,0
USGS_9_12270,USGS_9,12270,12270,1,12,0,169.8549083,0
USGS_1_12271,USGS_1,12271,12271,1,12,1,169.8506721,0.005887525
USGS_10_12271,USGS_10,12271,12271,1,12,0,169.8506803,0
USGS_11_12271,USGS_11,12271,12271,1,12,0,169.8506803,0
USGS_12_12271,USGS_12,12271,12271,1,12,0,169.8506803,0
USGS_16_12271,USGS_16,12271,12271,1,12,0,169.8506803,0
USGS_3_12271,USGS_3,12271,12271,1,12,0,169.8506803,0
USGS_4_12271,USGS_4,12271,12271,1,12,1,169.8506721,0.005887525
USGS_5_12271,USGS_5,12271,12271,1,12,0,169.8506803,0
USGS_6_12271,USGS_6,12271,12271,1,12,0,169.8506803,0
USGS_7_12271,USGS_7,12271,12271,1,12,0,169.8506803,0
USGS_8_12271,USGS_8,12271,12271,1,12,0,169.8506803,0
USGS_9_12271,USGS_9,12271,12271,1,12,1,169.8506721,0.005887525
USGS_1_12273,USGS_1,12273,12273,1,12,0,169.8668555,0
USGS_10_12273,USGS_10,12273,12273,1,12,1,169.8668715,0.005886963
USGS_11_12273,USGS_11,12273,12273,1,12,6,169.8668875,0.035321775
USGS_12_12273,USGS_12,12273,12273,1,12,0,169.8668555,0
USGS_16_12273,USGS_16,12273,12273,1,12,0,169.8668555,0
USGS_3_12273,USGS_3,12273,12273,1,12,2,169.8668715,0.011773926
USGS_4_12273,USGS_4,12273,12273,1,12,20,169.8668715,0.117739261
USGS_5_12273,USGS_5,12273,12273,1,12,0,169.8668555,0
USGS_6_12273,USGS_6,12273,12273,1,12,0,169.8668555,0
USGS_7_12273,USGS_7,12273,12273,1,12,0,169.8668555,0
USGS_8_12273,USGS_8,12273,12273,1,12,0,169.8668555,0
USGS_9_12273,USGS_9,12273,12273,1,12,0,169.8668555,0
USGS_1_12274,USGS_1,12274,12274,1,13,0,169.8418838,0
USGS_10_12274,USGS_10,12274,12274,1,13,1,169.8418343,0.005887831
USGS_11_12274,USGS_11,12274,12274,1,13,13,169.8418343,0.076541802
USGS_12_12274,USGS_12,12274,12274,1,13,8,169.8418343,0.047102647
USGS_14_12274,USGS_14,12274,12274,1,13,56,169.8417353,0.329718723
USGS_16_12274,USGS_16,12274,12274,1,13,6,169.8418343,0.035326985
USGS_3_12274,USGS_3,12274,12274,1,13,0,169.8418838,0
USGS_4_12274,USGS_4,12274,12274,1,13,554,169.8418343,3.261858318
USGS_5_12274,USGS_5,12274,12274,1,13,21,169.8418343,0.123644449
USGS_6_12274,USGS_6,12274,12274,1,13,22,169.8418343,0.12953228
USGS_7_12274,USGS_7,12274,12274,1,13,20,169.8417848,0.117756652
USGS_8_12274,USGS_8,12274,12274,1,13,3,169.8418343,0.017663493
USGS_9_12274,USGS_9,12274,12274,1,13,0,169.8418838,0
USGS_1_12275,USGS_1,12275,12275,1,13,0,169.8217091,0
USGS_10_12275,USGS_10,12275,12275,1,13,65,169.8218845,0.382753967
USGS_11_12275,USGS_11,12275,12275,1,13,32,169.8218407,0.188432771
USGS_12_12275,USGS_12,12275,12275,1,13,159,169.8217968,0.936275572
USGS_14_12275,USGS_14,12275,12275,1,13,460,169.8217968,2.708721782
USGS_16_12275,USGS_16,12275,12275,1,13,3,169.821753,0.017665581
USGS_3_12275,USGS_3,12275,12275,1,13,38,169.8219722,0.223763742
USGS_4_12275,USGS_4,12275,12275,1,13,382,169.8219722,2.249414461
USGS_5_12275,USGS_5,12275,12275,1,13,752,169.8218845,4.428168974
USGS_6_12275,USGS_6,12275,12275,1,13,165,169.8218845,0.971606224
USGS_7_12275,USGS_7,12275,12275,1,13,4,169.821753,0.023554109
USGS_8_12275,USGS_8,12275,12275,1,13,10,169.8218407,0.058885241
USGS_9_12275,USGS_9,12275,12275,1,13,2,169.821753,0.011777054
WGLBBO_10_12396,WGLBBO_10,12396,12396,1,17,0,213.2089284,0
WGLBBO_11_12396,WGLBBO_11,12396,12396,1,17,0,213.2089284,0
WGLBBO_12_12396,WGLBBO_12,12396,12396,1,17,0,213.2089284,0
WGLBBO_15_12396,WGLBBO_15,12396,12396,1,17,0,213.2089284,0
WGLBBO_18_12396,WGLBBO_18,12396,12396,1,17,0,213.2089284,0
WGLBBO_19_12396,WGLBBO_19,12396,12396,1,17,54,213.2090168,0.25327259
WGLBBO_22_12396,WGLBBO_22,12396,12396,1,17,0,213.2089284,0
WGLBBO_25_12396,WGLBBO_25,12396,12396,1,17,0,213.2089284,0
WGLBBO_28_12396,WGLBBO_28,12396,12396,1,17,0,213.2089284,0
WGLBBO_3_12396,WGLBBO_3,12396,12396,1,17,0,213.2089284,0
WGLBBO_30_12396,WGLBBO_30,12396,12396,1,17,0,213.2089284,0
WGLBBO_32_12396,WGLBBO_32,12396,12396,1,17,0,213.2089284,0
WGLBBO_38_12396,WGLBBO_38,12396,12396,1,17,0,213.2089284,0
WGLBBO_39_12396,WGLBBO_39,12396,12396,1,17,3,213.2089334,0.014070705
WGLBBO_4_12396,WGLBBO_4,12396,12396,1,17,0,213.2089284,0
WGLBBO_6_12396,WGLBBO_6,12396,12396,1,17,0,213.2089284,0
WGLBBO_7_12396,WGLBBO_7,12396,12396,1,17,0,213.2089284,0
WGLBBO_10_12397,WGLBBO_10,12397,12397,1,17,0,169.7447519,0
WGLBBO_11_12397,WGLBBO_11,12397,12397,1,17,0,169.7447519,0
WGLBBO_12_12397,WGLBBO_12,12397,12397,1,17,0,169.7447519,0
WGLBBO_15_12397,WGLBBO_15,12397,12397,1,17,0,169.7447519,0
WGLBBO_18_12397,WGLBBO_18,12397,12397,1,17,3,169.7447566,0.017673595
WGLBBO_19_12397,WGLBBO_19,12397,12397,1,17,0,169.7447519,0
WGLBBO_22_12397,WGLBBO_22,12397,12397,1,17,0,169.7447519,0
WGLBBO_25_12397,WGLBBO_25,12397,12397,1,17,0,169.7447519,0
WGLBBO_28_12397,WGLBBO_28,12397,12397,1,17,0,169.7447519,0
WGLBBO_3_12397,WGLBBO_3,12397,12397,1,17,3,169.7447566,0.017673595
WGLBBO_30_12397,WGLBBO_30,12397,12397,1,17,0,169.7447519,0
WGLBBO_32_12397,WGLBBO_32,12397,12397,1,17,0,169.7447519,0
WGLBBO_38_12397,WGLBBO_38,12397,12397,1,17,0,169.7447519,0
WGLBBO_39_12397,WGLBBO_39,12397,12397,1,17,96,169.7447685,0.565554985
WGLBBO_4_12397,WGLBBO_4,12397,12397,1,17,0,169.7447519,0
WGLBBO_6_12397,WGLBBO_6,12397,12397,1,17,0,169.7447519,0
WGLBBO_7_12397,WGLBBO_7,12397,12397,1,17,0,169.7447519,0
WGLBBO_10_12398,WGLBBO_10,12398,12398,1,17,0,163.6409547,0
WGLBBO_11_12398,WGLBBO_11,12398,12398,1,17,0,163.6409547,0
WGLBBO_12_12398,WGLBBO_12,12398,12398,1,17,3,163.6409733,0.018332817
WGLBBO_15_12398,WGLBBO_15,12398,12398,1,17,0,163.6409547,0
WGLBBO_18_12398,WGLBBO_18,12398,12398,1,17,0,163.6409547,0
WGLBBO_19_12398,WGLBBO_19,12398,12398,1,17,68,163.6409919,0.415543802
WGLBBO_22_12398,WGLBBO_22,12398,12398,1,17,0,163.6409547,0
WGLBBO_25_12398,WGLBBO_25,12398,12398,1,17,0,163.6409547,0
WGLBBO_28_12398,WGLBBO_28,12398,12398,1,17,0,163.6409547,0
WGLBBO_3_12398,WGLBBO_3,12398,12398,1,17,0,163.6409547,0
WGLBBO_30_12398,WGLBBO_30,12398,12398,1,17,0,163.6409547,0
WGLBBO_32_12398,WGLBBO_32,12398,12398,1,17,0,163.6409547,0
WGLBBO_38_12398,WGLBBO_38,12398,12398,1,17,3,163.6409669,0.018332818
WGLBBO_39_12398,WGLBBO_39,12398,12398,1,17,142,163.6409919,0.867753234
WGLBBO_4_12398,WGLBBO_4,12398,12398,1,17,0,163.6409547,0
WGLBBO_6_12398,WGLBBO_6,12398,12398,1,17,0,163.6409547,0
WGLBBO_7_12398,WGLBBO_7,12398,12398,1,17,0,163.6409547,0
WGLBBO_10_12399,WGLBBO_10,12399,12399,1,17,0,165.4486234,0
WGLBBO_11_12399,WGLBBO_11,12399,12399,1,17,0,165.4486234,0
WGLBBO_12_12399,WGLBBO_12,12399,12399,1,17,0,165.4486234,0
WGLBBO_15_12399,WGLBBO_15,12399,12399,1,17,0,165.4486234,0
WGLBBO_18_12399,WGLBBO_18,12399,12399,1,17,0,165.4486234,0
